Balancing Authority,Data Date,Hour Number,Local Time at End of Hour,UTC Time at End of Hour,Demand Forecast (MW),Demand (MW),Net Generation (MW),Total Interchange (MW),Sum(Valid DIBAs) (MW),Demand (MW) (Imputed),Net Generation (MW) (Imputed),Total Interchange (MW) (Imputed),Demand (MW) (Adjusted),Net Generation (MW) (Adjusted),Total Interchange (MW) (Adjusted),Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower Excluding Pumped Storage,Net Generation (MW) from Pumped Storage,Net Generation (MW) from Solar without Integrated Battery Storage,Net Generation (MW) from Solar with Integrated Battery Storage,Net Generation (MW) from Wind without Integrated Battery Storage,Net Generation (MW) from Wind with Integrated Battery Storage,Net Generation (MW) from Battery Storage,Net Generation (MW) from Other Energy Storage,Net Generation (MW) from Unknown Energy Storage,Net Generation (MW) from Geothermal,Net Generation (MW) from Other Fuel Sources,Net Generation (MW) from Unknown Fuel Sources,Net Generation (MW) from Coal (Imputed),Net Generation (MW) from Natural Gas (Imputed),Net Generation (MW) from Nuclear (Imputed),Net Generation (MW) from All Petroleum Products (Imputed),Net Generation (MW) from Hydropower Excluding Pumped Storage (Imputed),Net Generation (MW) from Pumped Storage (Imputed),Net Generation (MW) from Solar without Integrated Battery Storage (Imputed),Net Generation (MW) from Solar with Integrated Battery Storage (Imputed),Net Generation (MW) from Wind without Integrated Battery Storage (Imputed),Net Generation (MW) from Wind with Integrated Battery Storage (Imputed),Net Generation (MW) from Battery Storage (Imputed),Net Generation (MW) from Other Energy Storage (Imputed),Net Generation (MW) from Unknown Energy Storage (Imputed),Net Generation (MW) from Geothermal (Imputed),Net Generation (MW) from Other Fuel Sources (Imputed),Net Generation (MW) from Coal (Adjusted),Net Generation (MW) from Natural Gas (Adjusted),Net Generation (MW) from Nuclear (Adjusted),Net Generation (MW) from All Petroleum Products (Adjusted),Net Generation (MW) from Hydropower Excluding Pumped Storage (Adjusted),Net Generation (MW) from Pumped Storage  (Adjusted),Net Generation (MW) from Solar without Integrated Battery Storage (Adjusted),Net Generation (MW) from Solar witho Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind without Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind with Integrated Battery Storage (Adjusted),Net Generation (MW) from Battery Storage (Adjusted),Net Generation (MW) from Other Energy Storage (Adjusted),Net Generation (MW) from Unknown Energy Storage (Adjusted),Net Generation (MW) from Geothermal (Adjusted),Net Generation (MW) from Other Fuel Sources (Adjusted),Region
AECI,8/14/2024,3,8/14/2024 3:00,8/14/2024 8:00,1963,1969,2052,83,83,,,,1969,2052,83,846,718,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,846,718,,,,,,,488,,,,,,,MIDW
AECI,8/14/2024,4,8/14/2024 4:00,8/14/2024 9:00,1911,1883,2026,143,143,,,,1883,2026,143,857,829,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,857,829,,,,,,,340,,,,,,,MIDW
AECI,8/14/2024,5,8/14/2024 5:00,8/14/2024 10:00,1915,1897,2118,221,221,,,,1897,2118,221,905,733,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,905,733,,,,,,,480,,,,,,,MIDW
AECI,8/14/2024,6,8/14/2024 6:00,8/14/2024 11:00,1966,1979,2196,217,217,,,,1979,2196,217,910,736,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,910,736,,,,,,,550,,,,,,,MIDW
AECI,8/14/2024,7,8/14/2024 7:00,8/14/2024 12:00,2089,2148,2421,273,273,,,,2148,2421,273,1242,895,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,1242,895,,,,,,,283,,,,,,,MIDW
AECI,8/14/2024,8,8/14/2024 8:00,8/14/2024 13:00,2198,2236,2541,305,305,,,,2236,2541,305,1507,805,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,1507,805,,,,,,,229,,,,,,,MIDW
AECI,8/14/2024,9,8/14/2024 9:00,8/14/2024 14:00,2349,2367,2709,342,342,,,,2367,2709,342,1509,712,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,1509,712,,,,,,,488,,,,,,,MIDW
AECI,8/14/2024,10,8/14/2024 10:00,8/14/2024 15:00,2502,2543,2867,324,324,,,,2543,2867,324,1439,857,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,1439,857,,,,,,,570,,,,,,,MIDW
AECI,8/14/2024,11,8/14/2024 11:00,8/14/2024 16:00,2736,2682,3013,331,331,,,,2682,3013,331,1563,899,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,,1563,899,,,,,,,551,,,,,,,MIDW
AECI,8/14/2024,12,8/14/2024 12:00,8/14/2024 17:00,2962,2844,3128,284,284,,,,2844,3128,284,1633,984,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,,1633,984,,,,,,,511,,,,,,,MIDW
AECI,8/14/2024,13,8/14/2024 13:00,8/14/2024 18:00,3161,2988,3187,199,199,,,,2988,3187,199,1584,1078,,,,,,,524,,,,,,,,,,,,,,,,,,,,,,,1584,1078,,,,,,,524,,,,,,,MIDW
AECI,8/14/2024,14,8/14/2024 14:00,8/14/2024 19:00,3330,3126,3268,142,142,,,,3126,3268,142,1617,1152,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,1617,1152,,,,,,,499,,,,,,,MIDW
AECI,8/14/2024,15,8/14/2024 15:00,8/14/2024 20:00,3476,3240,3332,92,92,,,,3240,3332,92,1650,1235,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,1650,1235,,,,,,,447,,,,,,,MIDW
AECI,8/14/2024,16,8/14/2024 16:00,8/14/2024 21:00,3597,3371,3445,74,74,,,,3371,3445,74,1667,1339,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,1667,1339,,,,,,,439,,,,,,,MIDW
AECI,8/14/2024,17,8/14/2024 17:00,8/14/2024 22:00,3706,3515,3626,111,111,,,,3515,3626,111,1872,1341,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,1872,1341,,,,,,,413,,,,,,,MIDW
AECI,8/14/2024,18,8/14/2024 18:00,8/14/2024 23:00,3771,3635,3677,42,42,,,,3635,3677,42,1957,1341,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,1957,1341,,,,,,,378,,,,,,,MIDW
AECI,8/14/2024,19,8/14/2024 19:00,8/15/2024 0:00,3727,3621,3667,46,46,,,,3621,3667,46,1970,1340,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,1970,1340,,,,,,,357,,,,,,,MIDW
AECI,8/14/2024,20,8/14/2024 20:00,8/15/2024 1:00,3538,3458,3506,48,48,,,,3458,3506,48,1909,1345,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,1909,1345,,,,,,,251,,,,,,,MIDW
AECI,8/14/2024,21,8/14/2024 21:00,8/15/2024 2:00,3376,3353,3479,126,126,,,,3353,3479,126,1839,1356,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,1839,1356,,,,,,,284,,,,,,,MIDW
AECI,8/14/2024,22,8/14/2024 22:00,8/15/2024 3:00,3193,3150,3490,340,340,,,,3150,3490,340,1833,1255,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,1833,1255,,,,,,,402,,,,,,,MIDW
AECI,8/14/2024,23,8/14/2024 23:00,8/15/2024 4:00,2895,2855,3091,236,236,,,,2855,3091,236,1616,920,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,1616,920,,,,,,,555,,,,,,,MIDW
AECI,8/14/2024,24,8/15/2024 0:00,8/15/2024 5:00,2609,2630,2959,329,329,,,,2630,2959,329,1574,886,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,1574,886,,,,,,,499,,,,,,,MIDW
AECI,8/15/2024,1,8/15/2024 1:00,8/15/2024 6:00,2457,2420,2592,172,172,,,,2420,2592,172,1181,805,,,,,,,606,,,,,,,,,,,,,,,,,,,,,,,1181,805,,,,,,,606,,,,,,,MIDW
AECI,8/15/2024,2,8/15/2024 2:00,8/15/2024 7:00,2294,2275,2435,160,160,,,,2275,2435,160,1080,864,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,1080,864,,,,,,,491,,,,,,,MIDW
AECI,8/15/2024,3,8/15/2024 3:00,8/15/2024 8:00,2164,2178,2285,107,107,,,,2178,2285,107,1068,812,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,1068,812,,,,,,,405,,,,,,,MIDW
AECI,8/15/2024,4,8/15/2024 4:00,8/15/2024 9:00,2105,2135,2275,140,140,,,,2135,2275,140,989,812,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,989,812,,,,,,,474,,,,,,,MIDW
AECI,8/15/2024,5,8/15/2024 5:00,8/15/2024 10:00,2082,2091,2251,160,160,,,,2091,2251,160,945,886,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,945,886,,,,,,,420,,,,,,,MIDW
AECI,8/15/2024,6,8/15/2024 6:00,8/15/2024 11:00,2118,2177,2319,142,142,,,,2177,2319,142,1008,886,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,1008,886,,,,,,,425,,,,,,,MIDW
AECI,8/15/2024,7,8/15/2024 7:00,8/15/2024 12:00,2219,2258,2410,152,152,,,,2258,2410,152,1168,856,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,1168,856,,,,,,,386,,,,,,,MIDW
AECI,8/15/2024,8,8/15/2024 8:00,8/15/2024 13:00,2354,2324,2621,297,297,,,,2324,2621,297,1396,906,,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,1396,906,,,,,,,319,,,,,,,MIDW
AECI,8/15/2024,9,8/15/2024 9:00,8/15/2024 14:00,2544,2455,2865,410,410,,,,2455,2865,410,1614,1017,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,1614,1017,,,,,,,234,,,,,,,MIDW
AECI,8/15/2024,10,8/15/2024 10:00,8/15/2024 15:00,2832,2658,3050,392,392,,,,2658,3050,392,1664,1196,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,1664,1196,,,,,,,190,,,,,,,MIDW
AECI,8/15/2024,11,8/15/2024 11:00,8/15/2024 16:00,3110,2922,3263,341,341,,,,2922,3263,341,1713,1338,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,1713,1338,,,,,,,212,,,,,,,MIDW
AECI,8/15/2024,12,8/15/2024 12:00,8/15/2024 17:00,3412,3183,3398,215,215,,,,3183,3398,215,1922,1338,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,1922,1338,,,,,,,137,,,,,,,MIDW
AECI,8/15/2024,13,8/15/2024 13:00,8/15/2024 18:00,3631,3433,3459,26,26,,,,3433,3459,26,1950,1449,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,1950,1449,,,,,,,60,,,,,,,MIDW
AECI,8/15/2024,14,8/15/2024 14:00,8/15/2024 19:00,3814,3684,3598,-86,-86,,,,3684,3598,-86,2002,1571,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,2002,1571,,,,,,,25,,,,,,,MIDW
AECI,8/15/2024,15,8/15/2024 15:00,8/15/2024 20:00,3974,3896,3574,-322,-322,,,,3896,3574,-322,1980,1578,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1980,1578,,,,,,,16,,,,,,,MIDW
AECI,8/15/2024,16,8/15/2024 16:00,8/15/2024 21:00,4076,4049,3588,-461,-461,,,,4049,3588,-461,2009,1578,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2009,1578,,,,,,,1,,,,,,,MIDW
AECI,8/15/2024,17,8/15/2024 17:00,8/15/2024 22:00,4151,4178,3678,-500,-500,,,,4178,3678,-500,2005,1661,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,2005,1661,,,,,,,12,,,,,,,MIDW
AECI,8/15/2024,18,8/15/2024 18:00,8/15/2024 23:00,4094,4188,3570,-618,-618,,,,4188,3570,-618,1874,1664,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1874,1664,,,,,,,32,,,,,,,MIDW
AECI,8/15/2024,19,8/15/2024 19:00,8/16/2024 0:00,3961,4076,3522,-554,-554,,,,4076,3522,-554,1904,1611,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1904,1611,,,,,,,7,,,,,,,MIDW
AECI,8/15/2024,20,8/15/2024 20:00,8/16/2024 1:00,3753,3878,3295,-583,-583,,,,3878,3295,-583,1890,1380,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,1890,1380,,,,,,,25,,,,,,,MIDW
AECI,8/15/2024,21,8/15/2024 21:00,8/16/2024 2:00,3547,3665,2969,-696,-696,,,,3665,2969,-696,1797,1129,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,1797,1129,,,,,,,43,,,,,,,MIDW
AECI,8/15/2024,22,8/15/2024 22:00,8/16/2024 3:00,3344,3373,2787,-586,-586,,,,3373,2787,-586,1818,921,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,1818,921,,,,,,,48,,,,,,,MIDW
AECI,8/15/2024,23,8/15/2024 23:00,8/16/2024 4:00,3038,3055,2661,-394,-394,,,,3055,2661,-394,1712,877,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,1712,877,,,,,,,72,,,,,,,MIDW
AECI,8/15/2024,24,8/16/2024 0:00,8/16/2024 5:00,2726,2753,2853,100,100,,,,2753,2853,100,1716,1102,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,1716,1102,,,,,,,35,,,,,,,MIDW
AECI,8/16/2024,1,8/16/2024 1:00,8/16/2024 6:00,2488,2509,2785,276,276,,,,2509,2785,276,1559,1196,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,1559,1196,,,,,,,30,,,,,,,MIDW
AECI,8/16/2024,2,8/16/2024 2:00,8/16/2024 7:00,2306,2279,2537,258,258,,,,2279,2537,258,1248,1221,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,1248,1221,,,,,,,68,,,,,,,MIDW
AECI,8/16/2024,3,8/16/2024 3:00,8/16/2024 8:00,2182,2152,2364,212,212,,,,2152,2364,212,969,1314,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,969,1314,,,,,,,81,,,,,,,MIDW
AECI,8/16/2024,4,8/16/2024 4:00,8/16/2024 9:00,2109,2049,2254,205,205,,,,2049,2254,205,907,1228,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,907,1228,,,,,,,119,,,,,,,MIDW
AECI,8/16/2024,5,8/16/2024 5:00,8/16/2024 10:00,2066,2032,2163,131,131,,,,2032,2163,131,803,1161,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,803,1161,,,,,,,199,,,,,,,MIDW
AECI,8/16/2024,6,8/16/2024 6:00,8/16/2024 11:00,2105,2092,2387,295,295,,,,2092,2387,295,862,1262,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,862,1262,,,,,,,263,,,,,,,MIDW
AECI,8/16/2024,7,8/16/2024 7:00,8/16/2024 12:00,2216,2176,2660,484,484,,,,2176,2660,484,1080,1241,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,1080,1241,,,,,,,339,,,,,,,MIDW
AECI,8/16/2024,8,8/16/2024 8:00,8/16/2024 13:00,2353,2286,2951,665,665,,,,2286,2951,665,1358,1303,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,1358,1303,,,,,,,290,,,,,,,MIDW
AECI,8/16/2024,9,8/16/2024 9:00,8/16/2024 14:00,2521,2455,3175,720,720,,,,2455,3175,720,1650,1302,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,1650,1302,,,,,,,223,,,,,,,MIDW
AECI,8/16/2024,10,8/16/2024 10:00,8/16/2024 15:00,2769,2728,3288,560,560,,,,2728,3288,560,1871,1299,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,1871,1299,,,,,,,118,,,,,,,MIDW
AECI,8/16/2024,11,8/16/2024 11:00,8/16/2024 16:00,3028,3043,3349,306,306,,,,3043,3349,306,1966,1284,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,1966,1284,,,,,,,99,,,,,,,MIDW
AECI,8/16/2024,12,8/16/2024 12:00,8/16/2024 17:00,3314,3354,3467,113,113,,,,3354,3467,113,1936,1456,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,1936,1456,,,,,,,75,,,,,,,MIDW
AECI,8/16/2024,13,8/16/2024 13:00,8/16/2024 18:00,3542,3644,3539,-105,-105,,,,3644,3539,-105,1941,1544,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,1941,1544,,,,,,,53,,,,,,,MIDW
AECI,8/16/2024,14,8/16/2024 14:00,8/16/2024 19:00,3736,3882,3513,-369,-369,,,,3882,3513,-369,1846,1594,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,1846,1594,,,,,,,73,,,,,,,MIDW
AECI,8/16/2024,15,8/16/2024 15:00,8/16/2024 20:00,3910,4040,3551,-489,-489,,,,4040,3551,-489,1900,1630,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,1900,1630,,,,,,,21,,,,,,,MIDW
AECI,8/16/2024,16,8/16/2024 16:00,8/16/2024 21:00,4040,4173,3663,-510,-510,,,,4173,3663,-510,1942,1649,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,1942,1649,,,,,,,72,,,,,,,MIDW
AECI,8/16/2024,17,8/16/2024 17:00,8/16/2024 22:00,4112,4229,3737,-492,-492,,,,4229,3737,-492,1937,1636,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,1937,1636,,,,,,,164,,,,,,,MIDW
AECI,8/16/2024,18,8/16/2024 18:00,8/16/2024 23:00,4069,4253,3689,-564,-564,,,,4253,3689,-564,1926,1626,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,1926,1626,,,,,,,137,,,,,,,MIDW
AECI,8/16/2024,19,8/16/2024 19:00,8/17/2024 0:00,3933,4110,3669,-441,-441,,,,4110,3669,-441,1955,1636,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,1955,1636,,,,,,,78,,,,,,,MIDW
AECI,8/16/2024,20,8/16/2024 20:00,8/17/2024 1:00,3691,3822,3481,-341,-341,,,,3822,3481,-341,1878,1531,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,1878,1531,,,,,,,72,,,,,,,MIDW
AECI,8/16/2024,21,8/16/2024 21:00,8/17/2024 2:00,3484,3571,3373,-198,-198,,,,3571,3373,-198,1834,1369,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,1834,1369,,,,,,,170,,,,,,,MIDW
AECI,8/16/2024,22,8/16/2024 22:00,8/17/2024 3:00,3273,3306,3326,20,20,,,,3306,3326,20,1792,1337,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,1792,1337,,,,,,,197,,,,,,,MIDW
AECI,8/16/2024,23,8/16/2024 23:00,8/17/2024 4:00,2997,2981,3113,132,132,,,,2981,3113,132,1566,1356,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,1566,1356,,,,,,,191,,,,,,,MIDW
AECI,8/16/2024,24,8/17/2024 0:00,8/17/2024 5:00,2709,2661,2896,235,235,,,,2661,2896,235,1354,1337,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,1354,1337,,,,,,,205,,,,,,,MIDW
AECI,8/17/2024,1,8/17/2024 1:00,8/17/2024 6:00,2496,2402,2673,271,271,,,,2402,2673,271,1114,1384,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,1114,1384,,,,,,,175,,,,,,,MIDW
AECI,8/17/2024,2,8/17/2024 2:00,8/17/2024 7:00,2303,2220,2491,271,271,,,,2220,2491,271,950,1380,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,950,1380,,,,,,,160,,,,,,,MIDW
AECI,8/17/2024,3,8/17/2024 3:00,8/17/2024 8:00,2167,2063,2414,351,351,,,,2063,2414,351,856,1324,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,856,1324,,,,,,,234,,,,,,,MIDW
AECI,8/17/2024,4,8/17/2024 4:00,8/17/2024 9:00,2064,1956,2359,403,403,,,,1956,2359,403,773,1252,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,773,1252,,,,,,,334,,,,,,,MIDW
AECI,8/17/2024,5,8/17/2024 5:00,8/17/2024 10:00,1993,1896,2342,446,446,,,,1896,2342,446,769,1151,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,769,1151,,,,,,,422,,,,,,,MIDW
AECI,8/17/2024,6,8/17/2024 6:00,8/17/2024 11:00,1984,1885,2301,416,416,,,,1885,2301,416,767,1117,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,767,1117,,,,,,,417,,,,,,,MIDW
AECI,8/17/2024,7,8/17/2024 7:00,8/17/2024 12:00,1995,1904,2240,336,336,,,,1904,2240,336,772,1161,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,772,1161,,,,,,,307,,,,,,,MIDW
AECI,8/17/2024,8,8/17/2024 8:00,8/17/2024 13:00,2144,2034,2553,519,519,,,,2034,2553,519,970,1363,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,970,1363,,,,,,,220,,,,,,,MIDW
AECI,8/17/2024,9,8/17/2024 9:00,8/17/2024 14:00,2372,2250,3010,760,760,,,,2250,3010,760,1450,1373,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,1450,1373,,,,,,,187,,,,,,,MIDW
AECI,8/17/2024,10,8/17/2024 10:00,8/17/2024 15:00,2608,2523,3399,876,876,,,,2523,3399,876,1881,1361,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,1881,1361,,,,,,,157,,,,,,,MIDW
AECI,8/17/2024,11,8/17/2024 11:00,8/17/2024 16:00,2845,2792,3325,533,533,,,,2792,3325,533,1850,1319,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,1850,1319,,,,,,,156,,,,,,,MIDW
AECI,8/17/2024,12,8/17/2024 12:00,8/17/2024 17:00,3080,3031,3312,281,281,,,,3031,3312,281,1807,1338,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,1807,1338,,,,,,,167,,,,,,,MIDW
AECI,8/17/2024,13,8/17/2024 13:00,8/17/2024 18:00,3278,3285,3340,55,55,,,,3285,3340,55,1841,1348,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,1841,1348,,,,,,,151,,,,,,,MIDW
AECI,8/17/2024,14,8/17/2024 14:00,8/17/2024 19:00,3463,3466,3397,-69,-69,,,,3466,3397,-69,1891,1412,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,1891,1412,,,,,,,93,,,,,,,MIDW
AECI,8/17/2024,15,8/17/2024 15:00,8/17/2024 20:00,3648,3647,3398,-249,-249,,,,3647,3398,-249,1907,1397,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,1907,1397,,,,,,,94,,,,,,,MIDW
AECI,8/17/2024,16,8/17/2024 16:00,8/17/2024 21:00,3769,3791,3450,-341,-341,,,,3791,3450,-341,1887,1469,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,1887,1469,,,,,,,94,,,,,,,MIDW
AECI,8/17/2024,17,8/17/2024 17:00,8/17/2024 22:00,3859,3887,3593,-294,-294,,,,3887,3593,-294,1890,1567,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,1890,1567,,,,,,,136,,,,,,,MIDW
AECI,8/17/2024,18,8/17/2024 18:00,8/17/2024 23:00,3875,3920,3610,-310,-310,,,,3920,3610,-310,1945,1597,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,1945,1597,,,,,,,69,,,,,,,MIDW
AECI,8/17/2024,19,8/17/2024 19:00,8/18/2024 0:00,3742,3805,3578,-227,-227,,,,3805,3578,-227,1953,1593,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1953,1593,,,,,,,32,,,,,,,MIDW
AECI,8/17/2024,20,8/17/2024 20:00,8/18/2024 1:00,3546,3567,3553,-14,-14,,,,3567,3553,-14,1904,1598,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,1904,1598,,,,,,,50,,,,,,,MIDW
AECI,8/17/2024,21,8/17/2024 21:00,8/18/2024 2:00,3336,3318,3366,48,48,,,,3318,3366,48,1834,1468,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,1834,1468,,,,,,,64,,,,,,,MIDW
AECI,8/17/2024,22,8/17/2024 22:00,8/18/2024 3:00,3139,3106,3236,130,130,,,,3106,3236,130,1768,1385,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,1768,1385,,,,,,,83,,,,,,,MIDW
AECI,8/17/2024,23,8/17/2024 23:00,8/18/2024 4:00,2852,2834,2974,140,140,,,,2834,2974,140,1540,1316,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,1540,1316,,,,,,,118,,,,,,,MIDW
AECI,8/17/2024,24,8/18/2024 0:00,8/18/2024 5:00,2569,2520,2561,41,41,,,,2520,2561,41,1212,1212,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,1212,1212,,,,,,,137,,,,,,,MIDW
AECI,8/18/2024,1,8/18/2024 1:00,8/18/2024 6:00,2404,2288,2335,47,47,,,,2288,2335,47,900,1190,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,900,1190,,,,,,,245,,,,,,,MIDW
AECI,8/18/2024,2,8/18/2024 2:00,8/18/2024 7:00,2220,2107,2222,115,115,,,,2107,2222,115,724,1266,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,724,1266,,,,,,,232,,,,,,,MIDW
AECI,8/18/2024,3,8/18/2024 3:00,8/18/2024 8:00,2086,1970,2168,198,198,,,,1970,2168,198,711,1202,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,711,1202,,,,,,,254,,,,,,,MIDW
AECI,8/18/2024,4,8/18/2024 4:00,8/18/2024 9:00,1984,1884,2143,259,259,,,,1884,2143,259,716,1158,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,716,1158,,,,,,,269,,,,,,,MIDW
AECI,8/18/2024,5,8/18/2024 5:00,8/18/2024 10:00,1925,1819,2090,271,271,,,,1819,2090,271,715,1140,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,715,1140,,,,,,,235,,,,,,,MIDW
AECI,8/18/2024,6,8/18/2024 6:00,8/18/2024 11:00,1905,1814,2106,292,292,,,,1814,2106,292,753,1191,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,753,1191,,,,,,,161,,,,,,,MIDW
AECI,8/18/2024,7,8/18/2024 7:00,8/18/2024 12:00,1907,1808,2017,209,209,,,,1808,2017,209,811,1079,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,811,1079,,,,,,,127,,,,,,,MIDW
AECI,8/18/2024,8,8/18/2024 8:00,8/18/2024 13:00,2048,1986,2124,138,138,,,,1986,2124,138,877,1187,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,877,1187,,,,,,,59,,,,,,,MIDW
AECI,8/18/2024,9,8/18/2024 9:00,8/18/2024 14:00,2311,2277,2378,101,101,,,,2277,2378,101,1200,1147,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,1200,1147,,,,,,,31,,,,,,,MIDW
AECI,8/18/2024,10,8/18/2024 10:00,8/18/2024 15:00,2551,2576,2631,55,55,,,,2576,2631,55,1488,1129,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,1488,1129,,,,,,,14,,,,,,,MIDW
AECI,8/18/2024,11,8/18/2024 11:00,8/18/2024 16:00,2778,2827,2975,148,148,,,,2827,2975,148,1644,1320,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,1644,1320,,,,,,,11,,,,,,,MIDW
AECI,8/18/2024,12,8/18/2024 12:00,8/18/2024 17:00,3002,3149,3217,68,68,,,,3149,3217,68,1905,1311,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1905,1311,,,,,,,1,,,,,,,MIDW
